web_scraper_order,web_scraper_start_url,type_vetements,price,adress,limg_link
"1765183140-613","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","Robes Enfants","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfants-2229173"
"1765183140-614","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","Vêtements enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2217861"
"1765183140-615","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","Robe pour enfant","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-pour-enfant-2217854"
"1765183140-616","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","Habits pour enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/habits-pour-enfants-2217851"
"1765183283-617","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","Robes enfants","10 000CFA","Biscuiterie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfants-2441099"
"1765183283-618","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","Robes enfants","10 000CFA","Biscuiterie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfants-2439757"
"1765183283-619","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","Robes filles","8 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robes-filles-2436381"
"1765183283-620","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","Robes enfant","8 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfant-2436380"
"1765183283-621","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","Robes enfant","8 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfant-2436377"
"1765183283-622","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","Robes fille","8 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robes-fille-2436374"
"1765183283-623","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","Robes  fille","8 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robes-fille-2436373"
"1765183283-624","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","Robes fille","7 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robes-fille-2436371"
"1765183283-625","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","Robes","8 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robes-2436369"
"1765183283-626","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","Robes enfant","8 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfant-2436367"
"1765183283-627","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","Vêtements enfants","4 500CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2436063"
"1765183283-628","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","Vêtements enfants","4 500CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2436061"
"1765183283-629","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","Vêtements enfants","4 500CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2436060"
"1765183283-630","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","Vêtements enfants","4 500CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2436059"
"1765183283-631","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","Vêtements  enfants","3 000CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2435562"
"1765183283-632","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","Robes enfants","2 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfants-2435299"
"1765183283-633","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","Robes enfants","2 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfants-2435165"
"1765183283-634","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","Caleçon enfant","1 000CFA","Fass, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/calecon-enfant-2434001"
"1765183283-635","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","Djellaba enfant","10 000CFA","Biscuiterie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfant-2433735"
"1765183283-636","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","Caleçon enfant","1 000CFA","Fass, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/calecon-enfant-2433719"
"1765183283-637","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","Vêtements Enfants","4 500CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2431713"
"1765183283-638","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","Robes enfants","12 000CFA","Biscuiterie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfants-2431632"
"1765183283-639","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","Ensemble enfant","4 500CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-2428852"
"1765183283-640","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","Ensemble enfant","4 500CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-2428849"
"1765183283-641","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","Ensemble enfant","4 500CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-2428847"
"1765183283-642","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","Vêtements Enfants","4 500CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2428844"
"1765183283-643","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","Vêtements enfant","4 500CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-2428841"
"1765183283-644","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","Vêtements Enfants","4 500CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2428839"
"1765183283-645","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","Polo - short","4 500CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/polo-short-2428836"
"1765183283-646","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","Vêtements enfant","4 500CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-2428835"
"1765183283-647","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","Ensemble enfant","4 500CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-2428833"
"1765183283-648","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","Ensemble enfant","4 500CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-2428831"
"1765183283-649","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","Vêtements Enfants","4 500CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2428829"
"1765183283-650","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","Vêtements Enfants","4 500CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2428818"
